"id","name","lastname","phone","street","city","buildingNumber"
"318","Tamara","Piekarski","83-913-17-06","al. Kmiecik 288","Szubin","9"
"319","Cyryl","Tomaszewski","61-285-57-10","al. Lesiak 59107","Zawiercie","93"
"320","Wiktoria","Piechota","16-390-95-88","ul. Pawlikowski 48438","Brwinów","99"
"321","Noemi","Bogucki","76-038-80-76","ul. Zagórski 7965","Korfantów","37"
"322","Brajan","Kowalewski","46-815-56-60","ul. Borowski 1119","Nowogród Bobrzański","9"
"323","Łukasz","Dąbrowski","68-048-67-27","ul. Rosiak 88502","Terespol","44"
"324","Rufina","Mazurek","15-991-42-06","al. Rosiński 621","Ropczyce","37"
"325","Miron","Nowacki","82-187-30-00","al. Napierała 703","Lublin","15"
"326","Łucja","Jarząbek","87-197-05-20","al. Niedziela 8766","Chorzele","70"
"327","Modest","Góral","71-555-56-13","al. Błaszczak 0345","Wyszków","30"
"328","Łucja","Kaczmarek","34-991-73-00","al. Sobczak 27998","Halinów","43"
"329","Reginald","Augustyniak","43-290-56-33","al. Cygan 8680","Zakroczym","29"
"330","Herman","Jurek","54-716-00-77","ul. Matysiak 433","Baranów Sandomierski","37"
"331","Edmund","Głogowski","48-551-03-77","ul. Głogowski 82411","Działoszyce","11"
"332","Ernest","Wójcicki","46-748-61-81","ul. Skowroński 67526","Koronowo","27"
"333","Alwar","Banaś","33-063-30-75","al. Mikołajczak 817","Lipsko","51"
"334","Jeremiasz","Morawski","32-880-94-71","ul. Smoliński 0251","Olkusz","57"
"335","Maksymilian","Kania","81-678-10-05","al. Burzyński 750","Ryglice","0"
"336","Patryk","Czekaj","91-193-35-69","ul. Lech 264","Murowana Goślina","80"
"337","Cecylia","Podgórski","43-812-05-52","ul. Dudziak 39528","Tuszyn","21"
"338","Henryka","Porębski","55-594-00-65","al. Niemczyk 3493","Otmuchów","32"
"339","Damian","Łukasiewicz","41-602-28-41","al. Makowski 32382","Pasym","97"
"340","Franciszka","Marzec","61-826-38-41","ul. Rosiak 48908","Wąsosz","29"
"341","Dariusz","Ossowski","15-284-23-80","al. Stolarczyk 340","Śmigiel","9"
"342","Lucjan","Skóra","43-749-16-70","al. Żak 2233","Sławno","92"
"343","Korneliusz","Majcher","91-654-91-98","ul. Bąk 110","Miłosław","74"
"344","Edmund","Piątkowski","42-873-95-97","ul. Pawlicki 03231","Szczyrk","45"
"345","Zachariasz","Zawadzki","63-376-41-27","ul. Dziedzic 1529","Żagań","67"
"346","Roksana","Zielonka","55-100-95-94","al. Żukowski 46091","Gostyń","54"
"347","Rajnold","Jasiński","61-760-26-03","al. Michalczyk 4984","Dynów","93"
"348","Cyrus","Wypych","68-170-80-69","ul. Urban 901","Nakło nad Notecią","59"
"349","Ksenofont","Stankiewicz","48-478-60-71","al. Rak 475","Wąsosz","5"
"350","Laurencjusz","Kolasa","55-586-45-31","ul. Molenda 486","Brusy","79"
"351","Edmund","Mikulski","84-164-98-82","al. Kruszewski 09196","Zawichost","63"
"352","Prokul","Zieliński","65-733-95-51","ul. Michałowski 65190","Piła","38"
"353","Paula","Kaczmarek","23-332-79-79","ul. Grzesik 0019","Puck","78"
"354","Samuel","Kobus","54-504-77-14","al. Rutkowski 51969","Piwniczna-Zdrój","81"
"355","Leon","Augustyniak","52-276-14-24","al. Budzyński 707","Kołobrzeg","85"
"356","Brygida","Paluch","25-558-64-51","ul. Krysiak 829","Błażowa","70"
"357","Eliasz","Kos","56-478-44-74","al. Jagielski 902","Głuchołazy","30"
"358","Gonsalwy","Olszewski","32-973-74-54","al. Lisiecki 5509","Sośnicowice","71"
"359","Melania","Buczkowski","41-640-95-75","ul. Izdebski 04697","Tychowo","64"
"360","Zofia","Kowalik","43-834-27-69","al. Drzewiecki 817","Stryków","42"
"361","Ksenia","Kos","75-717-27-62","al. Rudnicki 49903","Kłecko","93"
"362","Borys","Bartczak","13-339-60-92","ul. Kubica 606","Opole","40"
"363","Karolina","Sienkiewicz","65-349-76-83","al. Wyszyński 672","Dęblin","29"
"364","Ginewra","Bogusz","71-579-27-52","al. Pakuła 6270","Lubsko","39"
"365","Roksana","Janas","22-814-07-81","ul. Niemiec 33825","Namysłów","64"
"366","Justyn","Buczyński","87-760-90-58","al. Małek 48305","Górzno","89"
"367","Sabina","Konieczna","81-210-92-41","al. Zagórski 921","Strzelno","56"
"368","Patryk","Malicki","54-056-05-28","al. Gąsior 246","Ropczyce","47"
"369","Jerzy","Zdunek","85-902-10-49","ul. Więcek 33715","Dęblin","19"
"370","Ludwik","Zięba","91-627-11-64","ul. Sosnowski 5042","Siewierz","84"
"371","Erwin","Tokarski","24-155-50-84","al. Kotowski 367","Gdańsk","89"
"372","Arystarch","Jaros","81-625-17-36","al. Rak 2533","Dolsk","95"
"373","Joachim","Mucha","87-581-89-80","al. Matysiak 987","Zawiercie","85"
"374","Tacjana","Michalik","23-746-03-64","al. Masłowski 41222","Wieruszów","42"
"375","Katarzyna","Kulik","65-535-58-72","ul. Wolski 49112","Olszyna","30"
"376","Maksymilian","Przybylski","89-772-37-15","ul. Jędrzejczyk 1626","Wiązów","56"
"377","Orestes","Bąkowski","84-387-40-33","ul. Musiał 282","Nakło nad Notecią","15"
"378","Apollo","Wilk","25-019-92-93","ul. Paluch 9898","Bobolice","78"
"379","Hubert","Porębski","63-441-45-45","ul. Domański 968","Poddębice","54"
"380","Walentyn","Dudzik","68-259-64-40","ul. Gołębiowski 68322","Babimost","0"
"381","Oliwier","Sołtys","55-151-93-11","al. Gąsiorowski 6620","Krasnystaw","57"
"382","Joanna","Strzelczyk","71-148-56-73","ul. Biernacki 7194","Przysucha","78"
"383","Larysa","Noga","22-483-64-76","al. Kowalski 71712","Kożuchów","32"
"384","Helena","Wójcicki","44-875-40-04","ul. Pawelec 258","Czempiń","54"
"385","Kleopatra","Pilch","55-957-13-79","al. Dębski 228","Kowalewo Pomorskie","39"
"386","Wilfryd","Żukowski","67-694-74-18","al. Dubiel 930","Krośniewice","43"
"387","Anastazja","Szafrański","46-010-44-13","ul. Sikora 843","Prochowice","57"
"388","Ireneusz","Cieślik","48-450-85-15","al. Bielak 3714","Annopol","88"
"389","Gertruda","Pawlicki","91-865-06-67","al. Piotrowicz 8798","Góra Kalwaria","74"
"390","Pelagia","Krukowski","84-089-74-88","ul. Czerwiński 8722","Krotoszyn","55"
"391","Atanazy","Prus","41-321-29-75","ul. Piątkowski 876","Pasłęk","53"
"392","Leon","Mierzejewski","55-678-37-68","al. Marczak 12428","Żnin","69"
"393","Lidia","Niedzielski","85-405-87-16","ul. Kot 962","Opoczno","32"
"394","Rajmund","Przybyła","25-336-10-51","al. Strzelczyk 147","Lubsko","57"
"395","Julia","Majcher","25-783-74-79","al. Wolak 57197","Wojkowice","87"
"396","Antonina","Kubacki","61-784-45-91","al. Raczyński 596","Głuszyca","41"
"397","Edgar","Chmura","32-661-95-65","al. Cichocki 4708","Górzno","92"
"398","Monika","Żuk","65-331-00-37","ul. Rosa 259","Wolin","55"
"399","Laura","Urbaniak","86-101-56-09","al. Zaremba 513","Końskie","94"
"400","Włodzimierz","Tarnowski","17-966-13-16","al. Długosz 5133","Gorzów Wielkopolski","48"
"401","Fryderyk","Piłat","91-390-27-74","al. Szostak 4116","Pruszków","33"
"402","Fabian","Baran","42-608-34-54","ul. Banaś 250","Zelów","77"
"403","Krzysztof","Stachowicz","33-201-01-48","ul. Malinowski 3926","Chełmek","79"
"404","Jozue","Rosa","15-543-28-61","ul. Klimczak 395","Szczekociny","68"
"405","Maksymilian","Filipiak","13-994-44-28","ul. Mikulski 6256","Gostyń","98"
"406","Wacław","Kurek","77-564-27-79","ul. Urbańczyk 7166","Orzysz","87"
"407","Agrypina","Czyżewski","32-199-29-91","al. Wójcicki 747","Strzelin","70"
"408","Stefania","Głąb","94-308-12-96","ul. Wasilewski 2170","Kłodzko","59"
"409","Cecyliusz","Szczepanik","18-890-71-22","ul. Filipowicz 0844","Zawiercie","42"
"410","Beatrycze","Zarzycki","13-620-71-26","ul. Gołąb 19019","Ostrzeszów","21"
"411","Samuel","Aleksandrowicz","16-764-93-25","al. Michalski 23621","Garwolin","55"
"412","Lucja","Bąk","34-030-84-85","ul. Domagała 452","Biała Piska","31"
"413","Gerald","Prus","12-355-99-53","al. Wasilewski 2588","Elbląg","26"
"414","Antonina","Mika","76-568-20-17","ul. Strzelczyk 38720","Sulechów","0"
"415","Polikarp","Laskowski","55-439-24-45","ul. Bober 39857","Oława","44"
"416","Karolina","Malec","43-926-42-22","ul. Kozioł 8101","Inowrocław","62"
"417","Walery","Szymkowiak","43-005-20-36","al. Borek 907","Lipno","78"
"418","Ludwika","Kaczorowski","91-161-47-88","ul. Mazur 9802","Łaziska Górne","53"
"419","Lilianna","Kisiel","33-589-19-04","al. Łukasik 7042","Ryki","14"
"420","Damian","Dąbrowski","22-026-63-38","ul. Cieślik 004","Narol","61"
"421","Maria","Sobczyk","52-607-30-65","ul. Malicki 5240","Ustroń","18"
"422","Beniamin","Korzeniowski","24-865-66-18","al. Tarnowski 07609","Zakopane","33"
"423","Józef","Zaremba","61-252-00-77","ul. Skóra 711","Kowal","83"
"424","Wirginia","Tkaczyk","22-169-21-42","al. Tokarski 4521","Kłodawa","34"
"425","Aleksander","Bednarczyk","81-282-20-62","ul. Świątek 463","Lublin","27"
"426","Julian","Kozioł","82-241-91-02","al. Cholewa 534","Białystok","53"
"427","Cyrus","Dąbek","33-643-88-94","ul. Buczek 832","Radomsko","93"
"428","Renata","Iwański","62-504-10-76","ul. Dąbek 102","Andrychów","77"
"429","Alan","Kozłowski","17-847-87-90","al. Koza 7844","Świebodzice","71"
"430","Cezary","Bober","15-673-09-45","ul. Wrona 3242","Sulejów","4"
"431","Bibiana","Winiarski","23-990-64-91","al. Dubiel 113","Starachowice","63"
"432","Angela","Marczak","59-391-97-16","al. Puchalski 7225","Sochaczew","49"
"433","Marceli","Maciąg","75-865-26-54","ul. Polak 604","Chodecz","10"
"434","Roman","Adamowicz","76-260-34-79","ul. Bagiński 86087","Oława","21"
"435","Luiza","Dąbkowski","58-827-71-53","al. Kotowski 48637","Sokołów Podlaski","67"
"436","Oleg","Stępień","29-320-57-41","al. Milczarek 4446","Olesno","48"
"437","Aaron","Nawrocki","74-671-10-78","al. Czerniak 6523","Stalowa Wola","91"
"438","Wawrzyniec","Górny","48-473-23-62","al. Bielski 10996","Jedwabne","18"
"439","Dorian","Mikulski","25-139-47-14","al. Urbaniak 2759","Kock","91"
"440","Leon","Borowiec","52-750-41-77","ul. Kubik 0680","Sieraków","81"
"441","Natalia","Sowa","13-059-48-79","ul. Kogut 2483","Stargard Szczeciński","12"
"442","Angelina","Zabłocki","22-936-10-96","al. Zając 98591","Wolbrom","94"
"443","Anatol","Wróbel","61-754-53-30","ul. Małecki 20228","Łańcut","66"
"444","Ginewra","Zalewski","29-036-34-90","al. Kisiel 34018","Przecław","35"
"445","Eugenia","Gawroński","84-299-18-97","ul. Sowa 864","Działdowo","65"
"446","Gwido","Barański","41-555-76-54","al. Wojtasik 3582","Orzesze","5"
"447","Edwin","Wiącek","18-703-15-41","al. Kawecki 51412","Leżajsk","5"
"448","Zygmunt","Jezierski","48-109-36-20","al. Jóźwik 03010","Biskupiec","24"
"449","Osmund","Milczarek","32-422-72-29","al. Romanowski 55793","Działoszyn","29"
"450","Herbert","Zabłocki","75-407-86-65","al. Zięba 37903","Bogatynia","25"
"451","Serafina","Borkowski","82-931-26-24","ul. Pietras 340","Mirsk","76"
"452","Maksym","Kot","94-774-26-38","al. Bednarz 48992","Kluczbork","6"
"453","Cezary","Rogowski","86-748-10-77","al. Kucharczyk 45413","Nowa Dęba","42"
"454","Rufina","Frączek","16-014-46-31","ul. Kuliński 10112","Koprzywnica","18"
"455","Teresa","Mikołajczyk","23-123-79-89","ul. Pietrzak 5176","Skała","5"
"456","Gedeon","Gadomski","41-292-33-60","al. Bober 92220","Bielsko-Biała","90"
"457","Renata","Grabowski","44-238-48-82","al. Mikulski 19882","Chmielnik","41"
"458","Wilhelmina","Chmura","25-343-42-51","ul. Juszczak 55475","Będzin","40"
"459","Roman","Czajka","91-274-15-58","ul. Bednarski 984","Zagórz","96"
"460","Piotr","Broda","15-810-94-29","ul. Kaczor 149","Jaworzyna Śląska","96"
"461","Karolina","Jarosz","44-584-39-92","al. Włodarczyk 554","Hrubieszów","60"
"462","Izaak","Kita","91-117-79-38","al. Strzelczyk 236","Tuliszków","74"
"463","Gabriel","Bednarz","17-376-58-03","al. Krawczyk 946","Częstochowa","60"
"464","Julia","Zych","41-674-66-15","ul. Dominiak 8352","Sompolno","35"
"465","Jerzy","Kuc","95-509-36-27","ul. Urbański 14304","Gniewkowo","14"
"466","Igor","Szatkowski","46-269-93-39","al. Adamek 60172","Orneta","15"
"467","Ewa","Kurek","95-317-19-95","al. Partyka 61938","Sułkowice","1"
"468","Stella","Kwaśniewski","87-618-85-58","al. Kuś 430","Jedlina-Zdrój","73"
"469","Stefan","Szwed","12-853-75-08","al. Puchalski 549","Chocianów","4"
"470","Prokles","Lesiak","56-234-62-90","ul. Bujak 4135","Opoczno","3"
"471","Klaudia","Kogut","85-928-43-47","ul. Kosowski 8638","Wieluń","75"
"472","Anatol","Broda","62-589-55-12","al. Piekarski 505","Warka","92"
"473","Gabriel","Marzec","33-599-51-95","ul. Pakuła 86285","Wieruszów","82"
"474","Aleksy","Siedlecki","12-716-31-17","ul. Lipka 63273","Orzysz","18"
"475","Arnold","Bielawski","54-277-40-47","ul. Skowroński 962","Szubin","90"
"476","Adrian","Siwek","46-627-78-30","ul. Janowski 8388","Kamień Krajeński","7"
"477","Walenty","Zielonka","87-071-21-33","ul. Konieczny 6704","Piechowice","8"
"478","Reginald","Michalczyk","65-756-31-21","ul. Jędrzejczak 1723","Kłobuck","86"
"479","Zofia","Wypych","46-559-14-74","al. Mielczarek 6127","Reszel","50"
"480","Aaron","Musiał","76-455-64-95","al. Stachowiak 46132","Nowogard","4"
"481","Luiza","Kolasa","84-077-15-01","ul. Kaniewski 1910","Janowiec Wielkopolski","18"
"482","Sergiusz","Sikora","34-733-27-39","al. Żurawski 33183","Sejny","2"
"483","Ignacy","Wesołowski","85-828-70-40","al. Czajkowski 7211","Pakość","89"
"484","Atanazy","Dudziński","32-101-84-68","ul. Nowak 8605","Pleszew","67"
"485","Szczepan","Urbańczyk","71-236-16-00","al. Michalak 907","Korfantów","16"
"486","Wiara","Bartosik","44-716-54-95","ul. Andrzejewski 018","Zakroczym","87"
"487","Joanna","Frątczak","74-643-95-04","ul. Zabłocki 34064","Piotrków Trybunalski","58"
"488","Igor","Skoczylas","63-179-07-30","al. Skowron 736","Parczew","69"
"489","Tobiasz","Tomaszewski","13-036-53-25","al. Drozd 0716","Wojcieszów","88"
"490","Terencjusz","Kozioł","84-140-58-14","ul. Czech 711","Jelcz-Laskowice","29"
"491","Tobiasz","Kołodziejski","33-414-95-03","al. Dziedzic 44201","Aleksandrów Kujawski","6"
"492","Beniamin","Matusiak","34-816-00-99","ul. Konieczny 82491","Imielin","51"
"493","Józef","Dębski","44-819-98-90","ul. Frąckowiak 690","Brzesko","70"
"494","Maurycy","Kosiński","62-059-13-08","al. Borkowski 391","Poznań","1"
"495","Harald","Juszczak","76-654-05-92","ul. Wesołowski 45384","Pniewy","71"
"496","Eliza","Czerniak","54-287-22-53","al. Adamus 94032","Kock","16"
"497","Izolda","Urbanowicz","46-306-79-56","ul. Milewski 4599","Ćmielów","22"
"498","Ewelina","Kruszewski","34-792-02-15","ul. Ciszewski 7046","Bielsko-Biała","55"
"499","Oleg","Jankowiak","54-248-28-80","ul. Świątek 6995","Pelplin","84"
"500","Edward","Wójtowicz","71-739-62-17","al. Jędrzejczak 856","Łowicz","8"
"501","Florencja","Jarząbek","94-298-89-04","al. Pawelec 35326","Darłowo","34"
"502","Innocenty","Sienkiewicz","76-072-05-33","al. Zabłocki 5327","Świecie","87"
"503","Leonard","Nowacki","87-910-69-08","al. Jurkiewicz 7897","Jasień","99"
"504","Randolf","Konieczny","22-361-59-92","al. Karwowski 789","Olecko","55"
"505","Prokul","Zaremba","77-010-39-57","ul. Górny 807","Ośno Lubuskie","34"
"506","Sybilla","Janiszewski","67-692-83-05","ul. Gawlik 2628","Lądek-Zdrój","52"
"507","Justyn","Izdebski","46-762-53-90","ul. Zajączkowski 83810","Otwock","29"
"508","Teodora","Wolak","48-428-95-92","ul. Prus 70874","Ostrzeszów","53"
"509","Leonard","Królikowski","23-469-85-56","al. Bogucki 0326","Pleszew","78"
"510","Pankracy","Świątek","32-595-73-92","ul. Żurawski 652","Golczewo","28"
"511","Arseniusz","Matusiak","34-992-98-06","ul. Kucharczyk 9503","Okonek","61"
"512","Klemens","Kędzierski","59-659-28-78","al. Lasota 85446","Alwernia","57"
"513","Reginald","Rusin","74-865-79-94","al. Radecki 09465","Kąty Wrocławskie","39"
"514","Paulina","Kurek","86-861-42-71","al. Jaros 140","Mrocza","84"
"515","Ferdynanda","Książek","95-763-33-69","al. Cebula 302","Wadowice","54"
"516","Henryk","Turek","48-235-20-12","ul. Wąsik 9833","Suraż","60"
"517","Marianna","Wójcicki","46-830-12-11","ul. Maćkowiak 5176","Krynki","8"
"518","Eliasz","Budzyński","76-543-58-56","ul. Ziółkowski 652","Sierpc","88"
"519","Matylda","Tokarski","68-642-53-95","al. Bujak 920","Miasteczko Śląskie","64"
"520","Patryk","Kuczyński","87-873-63-36","al. Adamus 279","Grodzisk Mazowiecki","74"
"521","Kwintyn","Kasperek","81-593-98-58","ul. Wilczek 136","Dziwnów","18"
"522","Tamara","Wojtczak","55-239-65-80","al. Marszałek 89551","Kraków","28"
"523","Hilarion","Cichoń","68-173-46-77","al. Borek 37035","Lewin Brzeski","49"
"524","Kwintyn","Hajduk","62-698-55-24","al. Kulesza 32511","Halinów","36"
"525","Hipolit","Majka","46-065-69-86","ul. Adamczyk 010","Miasteczko Śląskie","98"
"526","Harald","Janiszewski","71-981-59-36","al. Pakuła 5732","Lubomierz","70"
"527","Oskar","Wysocki","41-687-04-31","ul. Rybarczyk 43594","Sułkowice","9"
"528","Karolina","Maj","54-326-08-01","ul. Lach 8414","Chrzanów","2"
"529","Walentyn","Stec","82-263-83-51","al. Tracz 1116","Opole Lubelskie","85"
"530","Grzegorz","Mroczek","41-734-60-10","ul. Dobosz 08661","Turek","50"
"531","Pelagia","Słowik","68-513-28-01","ul. Woliński 042","Iłowa","84"
"532","Porfiriusz","Urbańczyk","85-715-29-07","ul. Grzywacz 0441","Pieńsk","38"
"533","Alina","Jagielski","54-711-58-17","al. Polak 88844","Skierniewice","52"
"534","Roman","Kołodziejski","52-512-58-81","al. Marszałek 42664","Łódź","16"
"535","Aurora","Murawski","25-541-06-78","ul. Skrzypczak 9823","Drohiczyn","88"
"536","Paula","Staszewski","14-787-35-21","al. Czerniak 697","Sierpc","97"
"537","Aleksy","Augustyn","29-456-46-46","ul. Więckowski 48955","Nowy Targ","17"
"538","Nazary","Siedlecki","17-648-36-10","al. Raczyński 3459","Ustrzyki Dolne","85"
"539","Karol","Piórkowski","94-953-79-59","al. Wyszyński 502","Błonie","77"
"540","Eustracjusz","Adamski","91-966-35-10","al. Kuczyński 0937","Iwonicz-Zdrój","94"
"541","Prokles","Żyła","41-794-59-55","ul. Maślanka 6074","Radziejów","95"
"542","Nazary","Lach","13-906-23-02","ul. Augustyn 4030","Gołańcz","58"
"543","Roksana","Adamek","77-868-66-94","al. Rybarczyk 965","Kowalewo Pomorskie","59"
"544","Tacjana","Podgórski","33-876-50-92","ul. Ostrowski 8318","Czechowice-Dziedzice","90"
"545","Eugenia","Nowak","76-647-54-00","al. Kołodziej 4011","Pilzno","79"
"546","Mateusz","Kmieć","32-746-01-77","ul. Fijałkowski 05940","Bogatynia","59"
"547","Adelajda","Rogowski","33-005-14-23","ul. Kalisz 68022","Dolsk","54"
"548","Serafin","Karwowski","43-993-48-10","al. Kędziora 4698","Mszana Dolna","64"
"549","Zuzanna","Szewczyk","61-821-99-32","ul. Świderski 61841","Kleszczele","0"
"550","Bibiana","Żebrowski","83-364-57-38","ul. Przybylski 79314","Lębork","99"
"551","Eustracjusz","Olejniczak","14-360-15-06","ul. Brzozowski 994","Dobiegniew","63"
"552","Elżbieta","Lisowski","94-729-63-08","al. Jurkowski 939","Lipsko","10"
"553","Roman","Dziuba","58-043-39-77","ul. Januszewski 45427","Wasilków","18"
"554","Roland","Kulig","44-690-10-09","al. Zabłocki 96893","Międzychód","21"
"555","Spirydion","Piotrowski","41-971-79-86","al. Wąsik 764","Radzionków","39"
"556","Daria","Przybyła","22-640-42-00","al. Cichocki 9000","Żnin","25"
"557","Laurencjusz","Sokół","46-255-63-25","ul. Łuczak 340","Marki","34"
"558","Miron","Włodarczyk","54-440-79-97","al. Kujawski 460","Skawina","51"
"559","Onufry","Gajewski","24-213-90-56","al. Jurek 25337","Limanowa","40"
"560","Apollinary","Gawron","87-595-09-20","ul. Skrzypczak 3410","Braniewo","22"
"561","Innocenty","Zakrzewski","18-586-39-87","ul. Partyka 3393","Będzin","89"
"562","Leila","Zwoliński","75-551-76-15","ul. Bogucki 8284","Stąporków","76"
"563","Luiza","Michalak","43-968-80-55","ul. Czyż 512","Łomża","36"
"564","Anatol","Cieśla","56-528-85-41","al. Kaczmarek 40745","Kargowa","28"
"565","Natan","Grześkowiak","29-642-86-42","al. Czapla 3206","Krzyż Wielkopolski","60"
"566","Romeo","Koza","44-936-54-92","al. Kalinowski 100","Gąbin","70"
"567","Beatrycze","Łukaszewski","17-191-44-49","ul. Podgórski 6723","Bukowno","31"
"568","Pankracy","Wroński","18-778-42-43","al. Wróblewski 91881","Frombork","23"
"569","Salwator","Zarzycki","18-334-29-99","ul. Wójcicki 0118","Resko","99"
"570","Klaudia","Fijałkowski","61-097-78-55","ul. Paluch 41823","Hrubieszów","26"
"571","Diana","Szymczak","44-293-00-77","ul. Korzeniowski 69124","Brześć Kujawski","96"
"572","Donald","Kołakowski","12-805-53-86","ul. Koza 732","Mszana Dolna","39"
"573","Melania","Owczarek","29-222-19-31","al. Urbanek 225","Gryfice","17"
"574","Arkadiusz","Podgórski","48-189-94-13","al. Góra 8987","Białystok","32"
"575","Penelopa","Sawicki","23-886-20-04","ul. Kamiński 0716","Krzyż Wielkopolski","98"
"576","Ambroży","Adamiec","58-307-40-20","ul. Bednarski 76323","Iława","53"
"577","Filip","Żurek","22-425-27-76","al. Niedźwiecki 634","Kępno","44"
"578","Małgorzata","Szwarc","46-862-31-74","al. Sadowski 8734","Otwock","47"
"579","Walentyn","Dębski","16-830-25-37","ul. Modzelewski 39579","Radzyń Chełmiński","81"
"580","Wiara","Bartczak","44-272-73-73","al. Śliwa 1903","Krosno","6"
"581","Albert","Molenda","55-108-68-27","ul. Wilczek 38978","Dąbrowa Tarnowska","32"
"582","Mateusz","Kwieciński","48-747-19-89","al. Komorowski 77530","Kosów Lacki","27"
"583","Roman","Biernat","34-464-73-51","ul. Czajka 66325","Słupsk","59"
"584","Filipa","Czapla","23-248-74-18","ul. Kurek 25612","Witnica","13"
"585","Demetriusz","Urbańczyk","56-249-98-75","ul. Augustyn 13995","Ostrów Mazowiecka","43"
"586","Cecyliusz","Zieliński","15-299-07-49","ul. Gruszczyński 62800","Wasilków","90"
"587","Adam","Kwiecień","55-933-85-38","al. Kapusta 59158","Wschowa","64"
"588","Laurentyna","Tarnowski","62-288-28-35","ul. Pawlak 88053","Bojanowo","93"
"589","Ida","Przybysz","12-060-65-71","al. Twardowski 3831","Lubsko","69"
"590","Emil","Izdebski","23-078-56-64","al. Siedlecki 069","Rawicz","46"
"591","Ansgary","Niedzielski","71-425-54-05","al. Kmiecik 39089","Nowy Targ","63"
"592","Wacław","Kasperek","24-412-91-47","al. Dudek 52996","Brańsk","25"
"593","Erwin","Zieliński","63-943-90-13","al. Górski 98576","Śmigiel","9"
"594","Leon","Kozioł","85-677-50-14","ul. Górny 71319","Limanowa","77"
"595","Władysław","Lenart","43-813-09-90","ul. Augustyniak 064","Wiązów","14"
"596","Dominik","Bieniek","75-298-81-70","ul. Łukasik 922","Ośno Lubuskie","57"
"597","Hilarion","Witek","82-098-67-75","al. Bednarz 848","Maków Mazowiecki","55"
"598","Laurentyna","Kuchta","74-244-04-20","al. Sosnowski 38348","Wałcz","82"
"599","Dionizy","Dec","81-314-22-13","ul. Bielawski 179","Młynary","49"
"600","Justyna","Skoczylas","42-528-89-42","ul. Kula 08405","Sokółka","34"
"601","Hubert","Grudzień","25-664-24-33","al. Żak 35230","Mogielnica","24"
"602","Weronika","Chmielewski","56-638-69-51","al. Dudziński 548","Buk","34"
"603","Antonina","Marcinkowski","22-805-44-13","ul. Skiba 5362","Lubraniec","97"
"604","Walerian","Malinowski","29-034-57-18","ul. Pałka 1667","Nowogród","25"
"605","Amanda","Filipek","16-727-25-91","al. Nawrocki 5470","Piła","83"
"606","Natalia","Kwaśniewski","48-515-17-04","ul. Szafrański 02373","Międzyrzec Podlaski","48"
"607","Wacław","Maciąg","52-728-24-32","al. Dróżdż 02746","Maków Podhalański","64"
"608","Tomasz","Kowal","68-975-99-13","ul. Wrona 7581","Jawor","59"
"609","Bibiana","Bukowski","43-910-31-24","ul. Gajda 80305","Mrocza","25"
"610","Wiktor","Marciniak","25-995-55-26","al. Florczak 1265","Brok","74"
"611","Alicja","Szulc","25-012-99-41","ul. Rogalski 58726","Wałcz","19"
"612","Ludwik","Pawłowski","23-840-83-28","al. Kołodziejczyk 47520","Wysokie Mazowieckie","51"
"613","Arystarch","Wrona","71-114-27-67","ul. Chojnacki 6974","Trzemeszno","53"
"614","Eliasz","Lesiak","46-640-94-79","al. Warchoł 80097","Pieniężno","49"
"615","Rajmund","Wierzbicki","54-234-47-86","al. Kędziora 884","Bytom","31"
"616","Stefania","Kaniewski","41-319-73-49","al. Kłosowski 007","Chojna","34"
"617","Eliza","Kot","68-148-61-47","al. Kos 253","Stargard Szczeciński","60"
"618","Wiktoria","Pilarski","61-838-51-64","ul. Czyż 7011","Nowe Warpno","64"
"619","Jadwiga","Pietras","58-183-21-92","ul. Sowa 789","Ostrów Lubelski","48"
"620","Anastazja","Flak","15-682-13-52","ul. Wasiak 3218","Szydłowiec","36"
"621","Aaron","Konopka","29-994-71-66","ul. Żukowski 2238","Głogów Małopolski","44"
"622","Michalina","Szulc","55-623-25-87","al. Urbanek 984","Olesno","31"
"623","Agrypina","Cieślak","84-718-60-21","ul. Wasiak 248","Grodzisk Mazowiecki","96"
"624","Herbert","Klimek","15-248-32-90","al. Pilch 2868","Leżajsk","77"
"625","Wincenty","Ciesielski","61-161-49-75","ul. Sołtysiak 339","Skalbmierz","35"
"626","Ambroży","Kwaśniewski","48-735-34-32","ul. Karwowski 08849","Jaworzno","99"
"627","Marek","Kucharczyk","32-712-37-95","ul. Żurek 5949","Ostróda","54"
"628","Patrycja","Wnuk","82-730-37-43","al. Kosiński 866","Węgliniec","37"
"629","Władysław","Dudziak","46-127-23-22","al. Marek 3260","Korfantów","88"
"630","Rudolf","Borkowski","85-103-26-76","al. Długosz 6547","Ińsko","14"
"631","Krystyna","Adamczak","18-465-60-42","al. Kuś 579","Kąty Wrocławskie","50"
"632","Feliks","Rogowski","24-089-58-70","al. Frątczak 486","Sułkowice","95"
"633","Walerian","Milczarek","42-662-22-51","al. Olejniczak 70692","Lidzbark Warmiński","38"
"634","Adam","Kaczmarek","46-004-37-82","al. Wnuk 5900","Ruda Śląska","31"
"635","Wacław","Krzemiński","23-148-24-70","al. Leszczyński 8053","Tuchola","14"
"636","Mateusz","Sołtysiak","65-258-79-74","ul. Kaleta 93614","Czempiń","29"
"637","Dawid","Sobczyk","75-726-22-76","ul. Makowski 6300","Morąg","84"
