"id","name","lastname","phone","street","city","buildingNumber"
"320","Filemon","Filipowicz","61-585-42-81","al. Urbańczyk 07075","Bierutów","80"
"321","Karolina","Wysocki","34-007-84-04","al. Nowicki 925","Murowana Goślina","25"
"322","Serafina","Dąbek","84-108-57-12","al. Piasecki 769","Biała Podlaska","8"
"323","Gertruda","Majka","65-450-29-60","ul. Matysiak 375","Brwinów","44"
"324","Maja","Molenda","16-375-31-01","al. Romanowski 4433","Bodzentyn","78"
"325","Agnieszka","Jóźwik","63-052-57-09","al. Krukowski 50206","Ustka","83"
"326","Cyrus","Kłos","84-389-12-50","al. Stachurski 3946","Bolesławiec","22"
"327","Cecylia","Kowalski","91-620-83-71","al. Górecki 29594","Nakło nad Notecią","74"
"328","Efrem","Pawlik","55-661-84-50","al. Fijałkowski 0024","Włoszczowa","48"
"329","Seweryn","Kisiel","17-153-76-55","al. Maciąg 605","Ożarów Mazowiecki","0"
"330","Barbara","Partyka","12-244-50-22","ul. Zagórski 0818","Głuszyca","75"
"331","Julian","Woś","29-571-35-84","ul. Kurowski 1171","Miastko","78"
"332","Nazariusz","Orłowski","42-868-45-93","al. Jurkowski 36439","Boguszów-Gorce","25"
"333","Benedykt","Juszczak","75-899-49-57","ul. Skowron 61192","Izbica Kujawska","27"
"334","Walenty","Skiba","54-058-58-61","al. Przybył 9857","Myślenice","66"
"335","Barbara","Cieślak","12-300-59-39","ul. Ruciński 198","Bochnia","16"
"336","Irena","Orłowski","75-020-83-66","al. Głąb 94924","Jaworzyna Śląska","7"
"337","Adrian","Dudziński","22-323-35-03","al. Paczkowski 769","Cybinka","83"
"338","Paweł","Grzesik","95-854-52-01","ul. Kalinowski 7244","Łęknica","24"
"339","Hanna","Gadomski","44-691-58-94","ul. Maj 58440","Czarna Białostocka","4"
"340","Rudolf","Borkowski","91-658-16-49","al. Dudziński 803","Alwernia","58"
"341","Ambroży","Kępa","48-416-20-99","ul. Rutkowski 6215","Dobra (powiat łobeski)","59"
"342","Tacjana","Kowalewski","16-805-50-91","ul. Chojnacki 5336","Książ Wielkopolski","8"
"343","Łucja","Mroczek","76-162-20-71","al. Piwowarczyk 9247","Drohiczyn","30"
"344","Magdalena","Kalinowski","24-672-89-31","al. Przybył 1649","Gdynia","39"
"345","Larysa","Skowronek","32-289-34-14","al. Jóźwik 6579","Mieszkowice","19"
"346","Julia","Fijałkowski","34-594-50-52","ul. Wierzbicki 751","Margonin","47"
"347","Agaton","Słowik","65-766-87-28","al. Kędziora 137","Ryki","37"
"348","Leila","Pawlik","42-247-40-21","ul. Urbańczyk 6685","Łapy","66"
"349","Tomasz","Wysocki","33-772-69-18","ul. Dobosz 86666","Ełk","13"
"350","Pantaleon","Rak","62-264-38-55","ul. Pietras 371","Nisko","67"
"351","Chloe","Kobus","62-404-14-22","al. Paluch 6081","Nowa Dęba","72"
"352","Judyta","Zaręba","14-656-27-92","ul. Kucharczyk 241","Pełczyce","52"
"353","Romeo","Misiak","85-111-04-66","ul. Kozak 6729","Działdowo","33"
"354","Ruta","Iwański","16-147-15-34","al. Cichoń 705","Małogoszcz","67"
"355","Filemon","Karwowski","16-664-04-08","ul. Maliszewski 3010","Otmuchów","64"
"356","Borys","Broda","48-787-21-92","ul. Borek 0494","Sierpc","11"
"357","Ada","Mikulski","34-730-35-64","al. Baran 4544","Zagórów","28"
"358","Maksym","Świderski","89-637-82-21","al. Gwóźdź 276","Ustka","28"
"359","Laura","Radomski","85-179-99-92","al. Leszczyński 9732","Cybinka","94"
"360","Krzysztof","Witkowski","43-661-19-57","ul. Gałązka 5108","Janowiec Wielkopolski","83"
"361","Łucja","Szczepanik","75-920-56-80","al. Kulig 814","Stawiski","10"
"362","Baldwin","Buczkowski","24-589-01-80","ul. Lewandowski 2149","Gołańcz","9"
"363","Ewa","Grzywacz","63-928-11-22","ul. Kwaśniewski 37682","Olsztynek","34"
"364","Dina","Gąsior","16-926-84-44","al. Gąsior 21433","Biłgoraj","54"
"365","Cecylia","Kozieł","67-985-16-87","al. Gawron 916","Złotoryja","54"
"366","Franciszek","Popławski","15-637-09-22","ul. Pasternak 731","Izbica Kujawska","10"
"367","Eugenia","Łukasik","82-416-59-16","ul. Bober 61217","Lubraniec","13"
"368","Patrycy","Książek","25-896-96-75","ul. Pawlikowski 464","Bytów","88"
"369","Arkady","Woś","29-136-96-56","al. Kaczor 363","Gniewkowo","79"
"370","Ewelina","Chmielewski","68-574-00-46","ul. Maślanka 1399","Gubin","2"
"371","Nadzieja","Dudziak","89-067-95-73","al. Mikulski 617","Tarnogród","49"
"372","Tymoteusz","Marchewka","43-976-27-53","al. Banasik 31153","Skwierzyna","93"
"373","Weronika","Kwiecień","76-179-50-93","ul. Osiński 3963","Tłuszcz","58"
"374","Rufina","Siwek","16-797-68-72","al. Korzeniowski 944","Łobez","65"
"375","Koralia","Piasecki","42-262-56-35","al. Kiełbasa 241","Niepołomice","45"
"376","Adrian","Sobieraj","63-110-75-13","ul. Karczewski 58253","Przemyśl","43"
"377","Bernard","Suski","86-883-20-01","al. Stanisławski 5818","Jutrosin","2"
"378","Lidia","Szwed","33-495-24-78","ul. Urbańczyk 915","Jutrosin","93"
"379","Wincenty","Dubiel","91-306-88-01","al. Bartczak 465","Kietrz","30"
"380","Gerald","Kwieciński","83-667-35-06","al. Kania 611","Przysucha","14"
"381","Melania","Sołtys","41-887-56-44","ul. Gołąb 636","Grajewo","28"
"382","Rajmund","Skowronek","76-916-94-71","ul. Bilski 896","Tyszowce","19"
"383","Noemi","Lenart","18-834-35-20","al. Kaszuba 7485","Świdnica","50"
"384","Jonatan","Kmieć","12-039-18-89","ul. Kubiak 76821","Karczew","38"
"385","Chloe","Biernat","15-237-74-27","ul. Dziedzic 716","Bolesławiec","93"
"386","Jakub","Adamczyk","34-196-57-67","ul. Błaszczyk 456","Września","27"
"387","Nikola","Grzybowski","75-283-74-42","ul. Gruszczyński 0487","Łask","98"
"388","Wiktoria","Kulig","61-928-67-21","ul. Skalski 27643","Ostrzeszów","2"
"389","Klarencjusz","Przybysz","76-849-00-05","ul. Falkowski 735","Żary","64"
"390","Ruta","Lasota","91-764-15-48","al. Królikowski 10702","Ożarów Mazowiecki","59"
"391","Emilia","Gąsior","33-574-37-93","al. Michalak 295","Tarnów","76"
"392","Kamila","Kania","14-369-34-56","ul. Urbańczyk 6149","Tykocin","94"
"393","Jeremi","Gałka","33-652-89-85","ul. Rudziński 472","Cedynia","14"
"394","Marceli","Adamiec","25-514-56-34","al. Laskowski 3742","Radomyśl Wielki","68"
"395","Kira","Gajewski","58-337-53-15","al. Kogut 97831","Ińsko","88"
"396","Paulina","Filipek","89-207-75-91","ul. Gąsiorowski 21558","Lwówek","91"
"397","Patrycy","Adamiec","43-808-72-58","al. Skibiński 6851","Konstantynów Łódzki","95"
"398","Dariusz","Góra","12-297-90-53","ul. Lasota 4912","Stalowa Wola","43"
"399","Agaton","Rusin","68-128-79-87","ul. Kowalewski 32328","Dobrzyń nad Wisłą","72"
"400","Kornel","Skowronek","82-050-67-44","ul. Jakubiak 65907","Sobótka","89"
"401","Ludwik","Hajduk","59-026-22-83","ul. Bukowski 132","Nekla","53"
"402","Walter","Bochenek","63-139-94-28","ul. Lenart 41276","Iwonicz-Zdrój","42"
"403","Robert","Adamek","84-293-28-06","al. Bąk 709","Stoczek Łukowski","0"
"404","Kornelia","Malec","54-186-39-72","al. Czerniak 347","Złotów","38"
"405","Ruta","Gwóźdź","23-688-14-18","al. Szyszka 120","Biecz","82"
"406","Kornelia","Rosiński","67-415-20-17","ul. Dobrowolski 31507","Żary","65"
"407","Hilary","Jaśkiewicz","13-665-30-40","al. Lesiak 63465","Moryń","89"
"408","Marek","Kostecki","25-074-81-99","al. Rybarczyk 7151","Wieleń","55"
"409","Alwar","Strzelecki","33-819-60-06","al. Molenda 832","Słupsk","38"
"410","Rozalia","Grudzień","41-618-03-79","ul. Augustyniak 90327","Chorzele","15"
"411","Rajnold","Michalak","85-055-47-03","ul. Sieradzki 47353","Wieleń","18"
"412","Hilarion","Sikora","43-252-57-23","al. Więcek 412","Jelenia Góra","89"
"413","Cyryl","Król","24-427-64-15","al. Bujak 8694","Czerwieńsk","92"
"414","Andrzej","Matuszewski","81-625-29-42","al. Pietruszka 54308","Szczecinek","54"
"415","Błażej","Przybyła","33-027-04-93","al. Witek 66820","Dąbrowa Białostocka","47"
"416","Karolina","Kołakowski","33-618-56-51","ul. Kolasa 987","Kórnik","79"
"417","Igor","Wierzbicki","76-620-61-99","al. Lisowski 855","Ciechanów","18"
"418","Ksenofont","Robak","43-598-25-94","al. Gruszczyński 40264","Żarki","53"
"419","Emil","Mrozek","42-436-56-73","ul. Kaczyński 736","Ustroń","99"
"420","Paulina","Kołodziejski","22-836-81-41","al. Krupiński 560","Zagórów","2"
"421","Witalis","Barański","13-627-67-17","al. Mazur 8376","Wronki","2"
"422","Laura","Adamek","24-813-13-15","al. Bochenek 257","Wałbrzych","16"
"423","Kamila","Nowakowski","48-255-11-29","ul. Szcześniak 36488","Zduny","74"
"424","Kwintyn","Dobrzyński","62-246-44-34","ul. Majchrzak 454","Lidzbark","41"
"425","Gerald","Skrzypek","59-093-66-05","al. Wierzbicki 29256","Czerniejewo","72"
"426","Jeremi","Górka","63-804-30-51","al. Flak 5300","Bytów","6"
"427","Wilhelm","Jarząbek","91-731-72-06","al. Stawicki 8372","Gołańcz","53"
"428","Izajasz","Stachowiak","42-337-19-59","ul. Stępniak 047","Moryń","13"
"429","Mojżesz","Trojanowski","95-974-78-20","al. Drabik 5547","Bolków","70"
"430","Ida","Kawa","86-420-56-12","ul. Olejnik 190","Wyśmierzyce","68"
"431","Ksenofont","Rybak","12-189-63-00","al. Dobosz 24409","Ostróda","26"
"432","Olimpia","Koza","52-982-53-97","ul. Wojtas 841","Zbąszynek","73"
"433","Oskar","Lenart","83-448-41-57","al. Bednarz 2929","Gliwice","84"
"434","Sybilla","Gawlik","46-581-52-34","al. Stachowiak 182","Ośno Lubuskie","29"
"435","Jan","Flak","84-493-82-22","al. Góra 04698","Dolsk","31"
"436","Nadzieja","Koza","22-321-28-56","al. Sieradzki 5859","Nowe Miasteczko","6"
"437","Noemi","Nawrocki","34-498-13-10","ul. Urbaniak 53970","Kluczbork","3"
"438","Bazyli","Gajewski","54-904-28-46","al. Krysiak 18402","Daleszyce","3"
"439","Pelagia","Januszewski","81-347-51-60","ul. Orzechowski 59358","Skórcz","67"
"440","Eugeniusz","Rybarczyk","63-379-22-40","ul. Pawlik 7297","Lipsko","17"
"441","Karolina","Kwiatkowski","75-040-66-97","ul. Rak 863","Bierutów","27"
"442","Klaudia","Piekarski","71-883-02-44","al. Kowalczuk 91263","Węgrów","72"
"443","Ewa","Górniak","24-229-02-05","ul. Tracz 7854","Oleśnica","63"
"444","Gabriela","Chmiel","62-445-44-62","ul. Górecki 6172","Trzebiatów","5"
"445","Melania","Popławski","32-564-87-96","al. Krakowiak 7724","Nowa Sarzyna","63"
"446","Łukasz","Wilczek","25-996-83-69","al. Trojanowski 45575","Chojnów","19"
"447","Rudolf","Stefaniak","76-270-20-37","ul. Skalski 6893","Dziwnów","36"
"448","Roksana","Grzesik","95-978-35-06","al. Ciesielski 04355","Płońsk","23"
"449","Andżelika","Kogut","59-366-06-32","ul. Serafin 16282","Gubin","30"
"450","Marta","Stolarczyk","71-204-61-44","al. Wypych 50002","Radzymin","42"
"451","Zygmunt","Drzewiecki","87-204-99-13","ul. Król 79450","Kępice","76"
"452","Magdalena","Tarnowski","22-915-90-79","al. Śliwa 98273","Opole","17"
"453","Kalistrat","Tomala","65-454-69-96","al. Surma 3586","Kalisz","44"
"454","Ksenofont","Kostecki","67-047-00-75","ul. Kubicki 385","Kłobuck","72"
"455","Natanael","Kuchta","33-282-45-87","ul. Wojtkowiak 099","Lubań","95"
"456","Arkadiusz","Jaśkiewicz","42-992-77-88","al. Gajda 6052","Namysłów","26"
"457","Florian","Winiarski","87-574-57-52","al. Siedlecki 3967","Przysucha","82"
"458","Lucjan","Bednarski","77-371-81-60","ul. Zarzycki 4516","Żarki","36"
"459","Konstanty","Tomczak","94-491-53-56","ul. Pietrzyk 16915","Miasteczko Śląskie","11"
"460","Orestes","Bieńkowski","74-406-22-40","ul. Januszewski 86377","Gogolin","11"
"461","Ksenofont","Golec","77-312-87-11","ul. Jabłoński 816","Dynów","56"
"462","Angela","Serafin","59-692-40-26","ul. Niemiec 12064","Sośnicowice","2"
"463","Eleonora","Tarnowski","67-149-91-73","al. Skóra 09427","Kołaczyce","25"
"464","Walenty","Dziedzic","56-680-33-58","ul. Chrzanowski 88054","Przecław","27"
"465","Marianna","Wojtas","58-932-35-29","ul. Drozd 9193","Radom","43"
"466","Szymon","Domagała","89-057-03-21","al. Wesołowski 8380","Ruciane-Nida","67"
"467","Teodor","Sławiński","63-269-58-47","ul. Malicki 672","Kruszwica","46"
"468","Bernard","Wolny","18-758-07-75","al. Łukasik 49425","Wołów","70"
"469","Spirydion","Strzelecki","82-454-82-71","al. Skoczylas 2494","Kożuchów","82"
"470","Damian","Kurek","12-905-44-63","ul. Gaweł 0813","Nowe Miasto nad Pilicą","32"
"471","Sergiusz","Gutowski","82-824-97-83","ul. Skowroński 314","Świeradów-Zdrój","80"
"472","Roland","Ciesielski","85-205-60-95","ul. Borkowski 2801","Wodzisław Śląski","17"
"473","Karolina","Prus","95-515-46-27","ul. Rogala 72300","Karpacz","18"
"474","Ilona","Nowakowski","25-839-37-33","al. Dąbek 30446","Ustrzyki Dolne","49"
"475","Eugenia","Olszewski","56-750-07-86","ul. Michałek 6485","Sułkowice","83"
"476","Stefania","Szymański","48-023-84-92","al. Urbańczyk 94253","Żarki","19"
"477","Barbara","Wyszyński","91-194-99-22","al. Kołodziejczyk 604","Ostrzeszów","44"
"478","Justyna","Malec","32-118-43-53","al. Kwiatkowski 561","Śmigiel","51"
"479","Mateusz","Siwek","48-361-04-53","al. Czajkowski 609","Dukla","88"
"480","Prokles","Kuliński","44-895-65-06","ul. Gawroński 1165","Piechowice","2"
"481","Judyta","Cichy","13-070-74-53","ul. Cichocki 9058","Ruciane-Nida","3"
"482","Randolf","Zakrzewski","18-269-30-15","ul. Zych 00626","Bielsk Podlaski","96"
"483","Cecyliusz","Przybylski","89-077-36-43","ul. Sroka 803","Krynica-Zdrój","25"
"484","Alicja","Dudziak","61-538-09-11","al. Malinowski 84910","Wolbórz","18"
"485","Filemon","Szczygieł","13-913-32-94","ul. Sieradzki 43344","Lewin Brzeski","53"
"486","Antoni","Piechota","56-452-19-75","ul. Szymański 71418","Brzozów","18"
"487","Klementyna","Krawiec","59-624-79-48","ul. Fijałkowski 4675","Kargowa","45"
"488","Tomasz","Walczak","56-865-83-19","ul. Filipowicz 6664","Trzebinia","7"
"489","Władysław","Wilczyński","34-294-75-31","al. Szafrański 3294","Wyszków","89"
"490","Arkady","Węgrzyn","17-675-76-96","al. Sochacki 9069","Rychwał","61"
"491","Ofelia","Komorowski","83-563-79-27","al. Zawadzki 26456","Krotoszyn","0"
"492","Joanna","Wróbel","85-419-75-85","al. Szymczyk 04457","Pisz","19"
"493","Stefania","Januszewski","58-761-78-57","al. Kawecki 559","Włocławek","66"
"494","Magdalena","Kuciński","59-859-40-78","ul. Pawlik 5655","Zator","45"
"495","Eleazar","Piątek","84-572-55-01","al. Stasiak 7249","Kazimierza Wielka","72"
"496","Hipolit","Wnuk","12-705-09-43","ul. Kaczmarczyk 44053","Krynica-Zdrój","86"
"497","Teresa","Bober","61-230-92-59","al. Błaszczyk 9354","Płoty","54"
"498","Kornel","Morawski","94-562-91-94","ul. Herman 17971","Witkowo","0"
"499","Aleksander","Broda","89-009-45-62","al. Cichocki 371","Aleksandrów Kujawski","64"
"500","Klementyna","Kuliński","23-996-00-95","al. Frąckowiak 70246","Stęszew","46"
"501","Damian","Urbanowicz","62-028-59-34","al. Rosiak 590","Brzozów","29"
"502","Agata","Kozieł","25-896-26-01","al. Janas 534","Nowe Brzesko","81"
"503","Demetriusz","Kula","46-365-68-47","al. Kołodziejski 737","Stoczek Łukowski","27"
"504","Bazyli","Bartosik","65-406-55-78","ul. Chrzanowski 264","Pyskowice","99"
"505","Tacjana","Lipka","86-179-91-90","al. Tomaszewski 3124","Lubawka","55"
"506","Wirginia","Raczyński","67-694-36-73","al. Gajda 5906","Uniejów","44"
"507","Joanna","Rogalski","16-186-56-26","al. Kurowski 1757","Choszczno","6"
"508","Janusz","Milczarek","67-185-33-71","ul. Dąbrowski 267","Suwałki","46"
"509","August","Łapiński","83-842-74-47","ul. Majewski 772","Łaskarzew","54"
"510","Ireneusz","Raczyński","59-012-75-87","al. Wierzbicki 8526","Jordanów","27"
"511","Magdalena","Falkowski","67-187-35-43","ul. Skalski 016","Ciężkowice","51"
"512","Kalistrat","Chmiel","77-589-67-20","al. Kacprzak 972","Suchowola","27"
"513","Maja","Kołodziej","76-423-31-99","ul. Kozieł 983","Nasielsk","42"
"514","Porfiriusz","Skibiński","15-807-49-09","ul. Dąbkowski 838","Dąbrowa Białostocka","38"
"515","Zachary","Bielak","15-439-98-77","ul. Mazur 82477","Grabów nad Prosną","31"
"516","Nazary","Słowik","85-781-36-53","ul. Kacprzak 915","Szczucin","31"
"517","Luiza","Grzegorczyk","86-657-65-85","ul. Nowiński 5374","Kolbuszowa","89"
"518","Nadzieja","Jagodziński","68-073-96-97","ul. Kubacki 35926","Konin","76"
"519","Izajasz","Masłowski","85-855-21-13","ul. Woliński 4059","Zagórz","27"
"520","Kamila","Madej","58-790-66-58","ul. Markowski 435","Sanok","46"
"521","Feliks","Głąb","86-748-58-86","al. Lenart 26144","Polanów","44"
"522","Julian","Kalinowski","56-139-96-37","ul. Klimek 693","Dobra (powiat łobeski)","95"
"523","Emil","Stec","61-534-96-14","al. Lipiński 0109","Koniecpol","72"
"524","Romeo","Piórkowski","65-703-31-18","ul. Suski 171","Mosina","14"
"525","Noemi","Marciniak","75-775-65-26","ul. Wawrzyniak 51219","Kunów","46"
"526","Dorian","Mikołajczak","33-185-43-31","al. Adamiak 17744","Kalwaria Zebrzydowska","52"
"527","Edward","Maślanka","59-058-57-21","al. Pietruszka 72673","Górzno","56"
"528","Jakubina","Skoczylas","22-813-80-87","ul. Zielonka 50472","Sulejówek","22"
"529","Izabela","Dec","24-778-50-77","al. Grabowski 7025","Szczecin","0"
"530","Ariadna","Dąbrowski","56-395-38-71","al. Barański 5653","Radomyśl Wielki","86"
"531","Prokles","Więckowski","62-427-83-00","al. Radecki 670","Grajewo","56"
"532","Izydor","Bartczak","82-259-54-45","al. Żukowski 87196","Pułtusk","14"
"533","Cyrus","Włodarski","61-303-47-20","al. Skowronek 2555","Zelów","27"
"534","Malwina","Kowalczyk","12-775-49-06","ul. Jurek 93789","Pionki","89"
"535","Wirginia","Napierała","32-367-78-46","al. Zielonka 9223","Miłomłyn","79"
"536","Maurycy","Matysiak","71-368-25-59","ul. Kiełbasa 6540","Tykocin","14"
"537","Paula","Zarzycki","81-874-44-08","al. Czekaj 75247","Toszek","38"
"538","Maksym","Rosiński","54-244-67-90","ul. Czerniak 5873","Dobrzyń nad Wisłą","14"
"539","Edwin","Markowski","18-828-80-07","ul. Konopka 9455","Rejowiec Fabryczny","39"
"540","Adelajda","Błaszczak","48-794-68-33","ul. Strzelecki 780","Maszewo","50"
"541","Ilona","Bartosik","84-666-23-01","ul. Mackiewicz 667","Ryglice","85"
"542","Nina","Matuszewski","32-115-41-23","ul. Włodarski 79442","Tłuszcz","72"
"543","Oliwier","Kawecki","82-128-77-48","al. Sowiński 277","Żywiec","97"
"544","Laura","Niemiec","59-841-11-57","al. Czaja 6671","Józefów (powiat otwocki)","82"
"545","Borys","Pałka","84-465-25-71","ul. Rosa 0930","Nowy Targ","40"
"546","Łazarz","Górski","25-596-07-78","al. Świątek 31996","Sokołów Podlaski","95"
"547","Sylwester","Zakrzewski","86-685-52-88","ul. Chojnacki 052","Ostrowiec Świętokrzyski","61"
"548","Henryk","Brzeziński","91-187-24-47","ul. Bożek 0274","Kraśnik","1"
"549","Gwido","Czarnecki","95-849-56-44","ul. Gąsiorowski 11710","Supraśl","19"
"550","Baldwin","Pluta","33-841-62-84","al. Jezierski 0524","Ostrów Lubelski","32"
"551","Ksenia","Romanowski","95-255-35-59","ul. Piórkowski 7320","Różan","95"
"552","Janusz","Cichy","17-582-91-37","al. Siedlecki 05861","Koszalin","28"
"553","Karolina","Zaborowski","23-836-33-68","ul. Wojtczak 55658","Nowy Staw","81"
"554","Hilarion","Frankowski","29-360-81-35","al. Wójtowicz 23665","Choroszcz","44"
"555","Klemens","Paszkowski","55-528-53-23","ul. Kubik 730","Konstancin-Jeziorna","0"
"556","Amanda","Budziński","29-140-75-83","ul. Kotowski 72040","Legionowo","38"
"557","Justyn","Wysocki","82-844-60-46","ul. Ptak 9756","Łęczyca","15"
"558","Juliusz","Bilski","22-594-90-76","ul. Dubiel 5000","Tczew","23"
"559","Ferdynanda","Piątek","43-038-44-77","ul. Kaleta 3882","Świebodzice","96"
"560","Wiara","Gruszczyński","52-428-28-49","al. Kos 23009","Piotrków Trybunalski","15"
"561","Natalia","Kłos","15-077-85-64","ul. Sikora 05763","Skarszewy","41"
"562","Osmund","Flis","91-697-96-94","al. Kubica 7401","Sompolno","52"
"563","Ignacy","Morawski","76-310-29-94","ul. Karwowski 724","Morąg","44"
"564","Paula","Serafin","33-062-55-54","ul. Piotrowicz 13591","Kościerzyna","51"
"565","Hilarion","Kałuża","84-768-69-53","al. Szczepaniak 140","Zator","20"
"566","Dina","Czajka","56-530-93-68","ul. Krajewski 39711","Hel","82"
"567","Chloe","Skrzypek","48-780-37-74","ul. Kowal 890","Gozdnica","52"
"568","Szczepan","Szczepanik","75-066-42-47","al. Kacprzak 08442","Kalety","79"
"569","Tobiasz","Buczkowski","24-454-59-10","al. Kawa 43013","Łobez","51"
"570","Laurentyna","Hajduk","44-716-35-05","ul. Kwaśniewski 890","Obrzycko","84"
"571","Eliza","Surma","71-810-34-87","ul. Strzelecki 2187","Nowa Ruda","14"
"572","Rudolf","Rakowski","61-242-80-63","ul. Kuc 0476","Polanica-Zdrój","41"
"573","Damian","Makowski","61-588-30-08","ul. Dudzik 9757","Wyszogród","21"
"574","Nazary","Białek","85-609-06-90","ul. Gawroński 1139","Chociwel","12"
"575","Hipolit","Kaczor","95-359-42-47","al. Hajduk 9357","Piaski","83"
"576","Eudoksja","Kaleta","76-393-42-58","ul. Witczak 9538","Stęszew","56"
"577","Ludwik","Gąsior","25-305-17-59","ul. Lisiecki 67504","Słupca","78"
"578","Beniamin","Michalak","67-424-71-61","ul. Niedzielski 9816","Tuliszków","6"
"579","Rufina","Lipiński","68-980-83-49","al. Michalak 60934","Leśna","51"
"580","Franciszek","Dębski","56-090-01-47","ul. Lewandowski 2772","Osieczna","20"
"581","Emanuel","Piłat","59-805-98-12","al. Kania 276","Golub-Dobrzyń","69"
"582","Karol","Piątek","55-565-05-18","ul. Maciejewski 2991","Morąg","39"
"583","Maksymilian","Kostecki","67-956-04-90","al. Górecki 3965","Włoszczowa","85"
"584","Marta","Dudzik","13-037-26-17","ul. Koza 264","Ozorków","28"
"585","Malwina","Zagórski","34-344-95-58","ul. Kaczor 6936","Szczawnica","69"
"586","Joachim","Kosiński","95-536-80-76","al. Szulc 142","Paczków","6"
"587","Olaf","Rosiak","87-860-05-86","al. Grzyb 15150","Piława Górna","56"
"588","Dorota","Augustyniak","18-955-05-83","ul. Mika 6138","Chodecz","69"
"589","Miron","Górka","43-971-10-24","ul. Czyżewski 797","Margonin","38"
"590","Archibald","Sołtys","48-944-81-54","al. Paczkowski 6570","Chełmno","97"
"591","Gwido","Grześkowiak","63-415-68-89","ul. Zięba 22849","Radlin","8"
"592","Walery","Cichocki","46-474-07-94","ul. Włodarski 5927","Wieruszów","37"
"593","Kornel","Sawicki","74-990-98-37","ul. Piórkowski 0912","Łaskarzew","29"
"594","Emanuel","Kos","29-072-06-57","al. Pawlicki 3951","Mogielnica","76"
"595","Ludwik","Jackowski","34-107-86-43","al. Cieślak 65508","Radziejów","67"
"596","Janusz","Godlewski","58-075-86-20","ul. Dudzik 46530","Zakliczyn","23"
"597","Florian","Różański","55-206-51-75","al. Lesiak 5248","Pilawa","79"
"598","Dina","Sikorski","13-487-99-67","al. Orłowski 238","Młynary","44"
"599","Konstanty","Michałowski","58-175-89-64","ul. Mika 040","Giżycko","67"
"600","Tobiasz","Dziedzic","55-414-40-76","al. Karpiński 388","Tychowo","26"
"601","Teodor","Wrona","34-941-88-04","al. Ziętek 8665","Nekla","77"
"602","Regina","Nowakowski","15-240-94-69","al. Kozioł 34273","Brzeziny","43"
"603","Agaton","Gołąb","83-061-35-81","al. Adamowicz 5157","Dobra (powiat łobeski)","90"
"604","Bazyli","Florczak","46-612-81-16","al. Szulc 0686","Tychy","2"
"605","Maja","Kruk","63-413-89-55","ul. Świerczyński 869","Bodzentyn","66"
"606","Jadwiga","Skalski","42-702-59-93","ul. Lisiecki 8477","Jasień","75"
"607","Hilary","Marcinkowski","86-123-06-77","ul. Napierała 7024","Połaniec","67"
"608","Eugenia","Żyła","94-513-77-85","al. Bagiński 06306","Łęknica","81"
"609","Wilfryd","Górski","59-516-26-63","ul. Kołodziej 88066","Pruszków","56"
"610","Damian","Białas","18-935-22-83","ul. Wolny 9069","Działoszyce","61"
"611","Samson","Siwek","17-106-17-41","al. Mazur 43752","Olecko","85"
"612","Lea","Wróblewski","42-232-47-75","al. Tokarski 59455","Puszczykowo","46"
"613","Piotr","Czajkowski","33-584-62-44","ul. Gruszka 4886","Lipsk","92"
"614","Łucja","Nawrot","44-322-49-62","ul. Lewicki 20463","Zawidów","55"
"615","Natanael","Skalski","84-795-50-78","ul. Piasecki 41938","Świdnik","88"
"616","Karolina","Miśkiewicz","91-927-74-43","al. Krawczyk 631","Kuźnia Raciborska","59"
"617","Hanna","Dróżdż","22-414-50-16","al. Kaczorowski 696","Włoszczowa","27"
"618","Izaak","Lewandowski","81-268-46-20","al. Szeląg 01196","Dolsk","67"
"619","Maurycy","Kuc","44-886-44-14","al. Sokołowski 18687","Nowe Miasto nad Pilicą","46"
"620","Lilla","Dziuba","81-529-80-93","ul. Kotowski 93925","Borek Wielkopolski","6"
"621","Izaak","Janiak","22-385-13-67","ul. Żak 43835","Gołańcz","17"
"622","Fryderyk","Borek","55-207-46-23","ul. Jagodziński 04916","Rumia","22"
"623","Emanuel","Olczak","48-478-83-01","ul. Witczak 98456","Rzepin","61"
"624","Konstantyn","Kania","41-544-86-35","al. Krzemiński 11986","Leżajsk","54"
"625","Kamila","Nowicki","55-496-54-63","ul. Kmieć 343","Mikołów","91"
"626","Janusz","Romanowski","41-662-51-17","ul. Mroczkowski 0234","Ciechanowiec","55"
"627","Agnieszka","Mazurkiewicz","67-799-08-30","al. Łapiński 9636","Rejowiec Fabryczny","92"
"628","Bazyli","Sieradzki","29-885-77-53","ul. Przybyła 4973","Żary","92"
"629","Oliwier","Knapik","71-263-52-84","ul. Florczak 761","Wleń","53"
"630","Tymoteusz","Chmiel","13-470-37-91","al. Koza 63196","Śmigiel","6"
"631","Konrad","Owczarek","59-924-54-23","ul. Urbaniak 186","Warka","17"
"632","Apollinary","Lipka","62-123-17-91","ul. Kuciński 55280","Przysucha","39"
"633","Rachela","Zaręba","24-813-68-90","ul. Antczak 058","Chojnów","66"
"634","Greta","Pietruszka","61-931-33-86","al. Stachowiak 112","Lublin","60"
"635","Judyta","Pytel","54-981-24-34","al. Mucha 47852","Bartoszyce","9"
"636","Bernard","Bieniek","77-371-10-50","al. Bieniek 077","Przedecz","73"
"637","Damian","Biernacki","18-115-34-94","al. Mikołajczak 5082","Gołdap","35"
